Title,Profile Applicability,Description,Rationale,Audit,Remediation,References,L1,L2,SL1,SL2,BL,index,title,Automation,PK
4.2.1 Ensure nftables is installed (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","nftables provides a new in -kernel packet classification framework that is based on a 
network -specific Virtual Machine (VM) and a new nft userspace command line tool. 
nftables reuses the existing Netfilter subsystems such as the existing hook 
infrastructure , the connection tracking system, NAT, userspace queuing and logging 
subsystem.  
Notes:  
• nftables is available in Linux kernel 3.13 and newer  
• Only one firewall utility should be installed and configured  
• Changing firewall settings while connected over the network can result in being 
locked out of the system","nftables is a subsystem of the Linux kernel that can protect against threats originating 
from within a corporate network to include malicious mobile code and poorly configured 
software on a host.","Run the following command to verify that nftables  is installed:  
# dpkg-query -s nftables &>/dev/null && echo ""nftables is installed""  
 
nftables is installed#!/usr/bin/env bash","Run the following command to install nftables : 
# apt install nftables#!/usr/bin/env bash",1. NIST SP 800 -53 Rev. 5: CA -9,TRUE,FALSE,TRUE,FALSE,FALSE,4.2.1,Ensure nftables is installed,TRUE,133
4.2.10 Ensure nftables rules are permanent (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","nftables is a subsystem of the Linux kernel providing filtering and classification of 
network packets/datagrams/frames.  
The nftables service reads the /etc/nftables.conf  file for a nftables file or files to 
include in the nftables ruleset.  
A nftables ruleset containing the input, forward, and output base chains allow network 
traffic to be filtered.","Changes made to nftables ruleset only affect the live system, you will also need to 
configure the nftables ruleset to apply on boot","Run the following commands to verify that input, forward, and output base chains are 
configured to be applied to a nftables ruleset on boot:  
Run the following command to verify the input base chain:  
# [ -n ""$(grep -E '^\s*include' /etc/nftables.conf)"" ] && awk '/hook 
input/,/}/' $(awk '$1 ~ /^ \s*include/ { gsub("" \"""","""",$2);print $2 }' 
/etc/nftables.conf)  
Output should be similar to:   
Internal Only - General                  type filter hook input priority 0; policy drop;  
 
                # Ensure loopback traffic is configured  
                iif ""lo"" accept  
                ip saddr 127.0.0.0/8 counter packets 0 bytes 0 drop  
                ip6 saddr ::1 count er packets 0 bytes 0 drop  
 
                # Ensure established connections are configured  
                ip protocol tcp ct state established accept  
                ip protocol udp ct state established accept  
                ip protocol icmp ct state est ablished accept  
 
                # Accept port 22(SSH) traffic from anywhere  
                tcp dport ssh accept  
 
                # Accept ICMP and IGMP from anywhere  
                icmpv6 type { destination -unreachable, packet -too-big, time -
exceeded, pa rameter-problem, mld -listener -query, mld -listener -report, mld -
listener -done, nd -router-solicit, nd -router-advert, nd -neighbor -solicit, nd -
neighbor -advert, ind -neighbor -solicit, ind -neighbor -advert, mld2 -listener -
report } accept  
Review the input base chain to ensure that it follows local site policy  
Run the following command to verify the forward base chain:  
# [ -n ""$(grep -E '^\s*include' /etc/nftables.conf)"" ] && awk '/hook 
forward/,/}/' $(awk '$1 ~ /^ \s*include/ { gsub("" \"""","""",$2);print $2 }' 
/etc/nftables.conf)  
Output should be similar to:  
        # Base chain for hook forward named forward (Filters forwarded 
network packets)  
        chain forward {  
                type filter hook forward priority 0; policy drop;  
        } 
Review the forward base chain to ensure that it follows local site policy.  
Run the following command to verify the forward base chain:  
# [ -n ""$(grep -E '^\s*include' /etc/nftables.conf)"" ] && awk '/hook 
output/,/}/' $(awk '$1 ~ /^ \s*include/ { gsub("" \"""","""",$2);print $2 }' 
/etc/nftables.conf)  
Output should be similar to:  
        # Base chain for hook output named output (Filters outbound network 
packets)  
        chain output {  
                type filter hook output priority 0; policy drop;  
                # Ensure outbound and established connections are configured  
                ip protocol tcp ct state established,related,new accept  
                ip protocol tcp ct state established,related,new accept  
                ip protocol udp ct state established,related,new accept  
                ip protocol icmp ct state esta blished,related,new accept  
        } 
Review the output base chain to ensure that it follows local site policy.   
Internal Only - General#!/usr/bin/env bash","Edit the /etc/nftables.conf  file and un -comment or add a line with include < Absolute 
path to nftables rules file>  for each nftables file you want included in the nftables 
ruleset on boot  
Example:  
# vi /etc/nftables.conf  
Add the line:  
include ""/etc/nftables.rules""#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1562, T1562.004  TA0011  M1031   
Internal Only - General  4.3 Configure iptables  
If Uncomplicated Firewall (UFW) or nftables are being used in your environment, 
please follow the guidance in their respective section and pass -over the guidance 
in this section.  
IPtables is an application that allows a system administrator to configure the IPv4 and 
IPv6 tables, chains and rules provided by the Linux kernel firewall. While several 
methods of configuration exist this section is intended only to ensure the resulting 
IPtables rules are in place, not how they are configured. If IPv6 is in use in your 
environment, similar settings should be applied to the IP6tables as well.  
Note:  Configuration of a live system's firewall directly over a remote connection will 
often result in being locked out",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.10,Ensure nftables rules are permanent,TRUE,134
" 4.2.2 Ensure ufw is uninstalled or disabled with nftables 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","Uncomplicated Firewall (UFW) is a program for managing a Netfilter  firewall designed to 
be easy to use.",Running both the nftables  service and ufw may lead to conflict and unexpected results.,"Run the following commands to verify that ufw is either  not installed or inactive. Only 
one of the following needs to pass.  
Run the following command to verify that ufw is not installed:  
# dpkg-query -s ufw &>/dev/null && echo ""ufw is installed""  
Nothing should be returned  
-OR- 
Run the following commands to verify ufw is disabled and ufw.service  is not enabled:  
# ufw status  
 
Status: inactive  
# systemctl is -enabled ufw.service  
 
masked#!/usr/bin/env bash","Run one of the following to either remove ufw or disable ufw and mask ufw.service : 
Run the following command to remove ufw: 
# apt purge ufw  
-OR- 
Run the following commands to disable ufw and mask ufw.service : 
# ufw disable  
# systemctl stop ufw.service  
# systemctl mask ufw.service  
Note:  ufw disable  needs to be run before systemctl mask ufw.service  in order to 
correctly disable UFW#!/usr/bin/env bash",,TRUE,FALSE,TRUE,FALSE,FALSE,4.2.2,Ensure ufw is uninstalled or disabled with nftables,TRUE,135
4.2.3 Ensure iptables are flushed with nftables (Manual),"•  Level 1 - Server  
•  Level 1 - Workstation","nftables is a replacement for iptables, ip6tables, ebtables and arptables","It is possible to mix iptables and nftables. However, this increases complexity and also 
the chance to introduce errors. For simplicity flush out all iptables rules, and ensure it is 
not loaded","Run the following commands to ensure no iptables rules exist  
For iptables:  
# iptables -L 
No rules should be returned  
For ip6tables:  
# ip6tables -L 
No rules should be returned#!/usr/bin/env bash",,"1. NIST SP 800 -53 Rev. 5: SC -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1562, T1562.004  TA0005  M1033   
Internal Only - General  4.2.3 Ensure iptables are flushed with nftables (Manual)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
nftables is a replacement for iptables, ip6tables, ebtables and arptables  
Rationale:  
It is possible to mix iptables and nftables. However, this increases complexity and also 
the chance to introduce errors. For simplicity flush out all iptables rules, and ensure it is 
not loaded  
Audit:  
Run the following commands to ensure no iptables rules exist  
For iptables:  
# iptables -L 
No rules should be returned  
For ip6tables:  
# ip6tables -L 
No rules should be returned  
Remediation:  
Run the following commands to flush iptables:  
For iptables:  
# iptables -F 
For ip6tables:  
# ip6tables -F 
References:  
1. NIST SP 800 -53 Rev. 5: CA -9, SC -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.3,Ensure iptables are flushed with nftables (Manual),FALSE,136
4.2.4 Ensure a nftables table exists (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Tables hold chains. Each table only has one address family and only applies to packets 
of this family. Tables can have one of five families.","nftables doesn't have any default tables. Without a table being build, nftables will not 
filter network traffic.  
Impact:  
Adding rules to a running nftables can cause loss of connectivity to the system","Run the following command to verify that a nftables table exists:  
# nft list tables  
Return should include a list of nftables:  
Example:  
table inet filter#!/usr/bin/env bash","Run the following command to create a table in nftables  
# nft create table inet <table name>  
Example:  
# nft create table inet filter#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.4,Ensure a nftables table exists,TRUE,137
4.2.5 Ensure nftables base chains exist (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Chains are containers for rules. They exist in two kinds, base chains and regular chains. 
A base chain is an entry point for packets from the networking stack, a regular chain 
may be used as jump target and is used for better rule organization.","If a base chain doesn't exist with a hook for input, forward, and delete, packets that 
would flow through those chains will not be touched by nftables.  
Impact:  
If configuring nftables over ssh, creating  a base chain  with a policy of drop will cause 
loss of connectivity.  
Ensure that a rule allowing ssh has been added to the base chain prior to setting the 
base chain's policy to drop","Run the following commands and verify that base chains exist for INPUT . 
# nft list ruleset | grep 'hook input'  
 
type filter hook input priority 0;  
Run the following commands and verify that base chains exist for FORWARD . 
# nft list ruleset | grep 'hook forward'  
 
type filter hook forward priority 0;  
Run the following commands and verify that base chains exist for OUTPUT . 
# nft list ruleset | grep 'hook output'  
 
type filter hook output priority 0;#!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,4.2.5,Ensure nftables base chains exist,TRUE,138
4.2.6 Ensure nftables loopback traffic is configured (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Configure the loopback interface to accept traffic. Configure all other interfaces to deny 
traffic to the loopback network","Loopback traffic is generated between processes on machine and is typically critical to 
operation of the system. The loopback interface is the only place that loopback network 
traffic should be seen, all other interfaces should ignore traffic on this netwo rk as an 
anti-spoofing measure.",,"Run the following command to create the base chains:  
# nft create chain inet <table name> <base chain name> { type filter hook 
<(input|forward|output)> priority 0 \; } 
Example:  
# nft create chain inet filter input { type filter hook input priority 0 \; } 
 
# nft create chain inet filter forward { type filter hook forward priority 0 
\; } 
 
# nft create chain inet filter output { type filter hook output priority 0 \; 
} 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1562, T1562.004  TA0005  M1047   
Internal Only - General  4.2.6 Ensure nftables loopback traffic is configured (Automated)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
Configure the loopback interface to accept traffic. Configure all other interfaces to deny 
traffic to the loopback network  
Rationale:  
Loopback traffic is generated between processes on machine and is typically critical to 
operation of the system. The loopback interface is the only place that loopback network 
traffic should be seen, all other interfaces should ignore traffic on this netwo rk as an 
anti-spoofing measure.  
Audit:  
Run the following commands to verify that the loopback interface is configured:  
Run the following command to verify the loopback interface is configured to accept 
network traffic:  
# nft list ruleset | awk '/hook input/,/}/' | grep 'iif ""lo"" accept'  
Example output:  
iif ""lo"" accept  
Run the following command to verify network traffic from an iPv4 loopback interface is 
configured to drop:  
# nft list ruleset | awk '/hook input/,/}/' | grep 'ip saddr'  
Example output:  
ip saddr 127.0.0.0/8 counter packets 0 bytes 0 drop  
-IF- IPv6 is enabled on the system:  
Run the following command to verify network traffic from an iPv6 loopback interface is 
configured to drop:  
# nft list ruleset | awk '/hook input/,/}/' | grep 'ip6 saddr'  
Example output:  
ip6 saddr ::1 counter packets 0 bytes 0 drop#!/usr/bin/env bash",,TRUE,FALSE,TRUE,FALSE,FALSE,4.2.6,Ensure nftables loopback traffic is configured,TRUE,139
" 4.2.7 Ensure nftables outbound and established connections are 
configured (Manual)","•  Level 1 - Server  
•  Level 1 - Workstation","Configure the firewall rules for new outbound, and established connections","If rules are not in place for new outbound, and established connections all packets will 
be dropped by the default policy preventing network usage.",,"Run the following commands to implement the loopback rules:  
# nft add rule inet filter input iif lo accept  
# nft create rule inet filter input ip saddr 127.0.0.0/8 counter drop  
-IF- IPv6 is enabled on the system:  
Run the following command to implement the IPv6 loopback rule:  
# nft add rule inet filter input ip6 saddr ::1 counter drop#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1562, T1562.004  TA0005    
Internal Only - General  4.2.7 Ensure nftables outbound and established connections are 
configured (Manual)  
Profile Applicability:  
•  Level 1 - Server  
•  Level 1 - Workstation  
Description:  
Configure the firewall rules for new outbound, and established connections  
Rationale:  
If rules are not in place for new outbound, and established connections all packets will 
be dropped by the default policy preventing network usage.  
Audit:  
Run the following commands and verify all rules for established incoming connections 
match site policy: site policy:  
# nft list ruleset | awk '/hook input/,/}/' | grep -E 'ip protocol 
(tcp|udp|icmp) ct state'  
Output should be similar to:  
ip protocol tcp ct state established accept  
ip protocol udp ct state established accept  
ip protocol icmp ct state established accept  
Run the folllowing command and verify all rules for new and established outbound 
connections match site policy  
# nft list ruleset | awk '/hook output/,/}/' | grep -E 'ip protocol 
(tcp|udp|icmp) ct state'  
Output should be similar to:  
ip protocol tcp ct state established,related,new accept  
ip protocol udp ct state established,related,new accept  
ip protocol icmp ct state established,related,new accept  
   
Internal Only - General  Remediation:  
Configure nftables in accordance with site policy. The following commands will 
implement a policy to allow all outbound connections and all established connections:  
# nft add rule inet filter input ip protocol tcp ct state established accept  
 
# nft add rule inet filter input ip protocol udp ct state established accept  
 
# nft add rule inet filter input ip protocol icmp ct state established accept  
 
# nft add rule inet filter output ip protocol tcp ct state 
new,related,established accept  
 
# nft ad d rule inet filter output ip protocol udp ct state 
new,related,established accept  
 
# nft add rule inet filter output ip protocol icmp ct state 
new,related,established accept  
References:  
1. NIST SP 800 -53 Rev. 5: CA -9, SC -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ●",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.7,Ensure nftables outbound and established connections are configured (Manual),FALSE,140
4.2.8 Ensure nftables default deny firewall policy (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Base chain policy is the default verdict that will be applied to packets reaching the end 
of the chain.","There are two policies: accept (Default) and drop. If the policy is set to accept , the 
firewall will accept any packet that is not configured to be denied and the packet will 
continue transversing the network stack.  
It is easier to white list acceptable usage than to black list unacceptable usage.  
Note: Changing firewall settings while connected over network can result in being 
locked out of the system.  
Impact:  
If configuring nftables over ssh, creating a base chain with a policy of drop will cause 
loss of connectivity.  
Ensure that a rule allowing ssh has been added to the base chain prior to setting the 
base chain's policy to drop","Run the following commands and verify that base chains contain a policy of DROP. 
# nft list ruleset | grep 'hook input'  
 
type filter hook input priority 0; policy drop;  
# nft list ruleset | grep 'hook forward'  
 
type filter hook forward priority 0; policy drop;  
# nft list ruleset | grep 'hook output'  
 
type filter hook output priority 0; policy drop;  
   
Internal Only - General#!/usr/bin/env bash","Run the following command for the base chains with the input, forward, and output 
hooks to implement a default DROP policy:  
# nft chain <table family> <table name> <chain name> { policy drop \; } 
Example:  
# nft chain inet filter input { policy drop \; } 
 
# nft chain inet filter forward { policy drop \; } 
 
# nft chain inet filter output { policy drop \; } 
Default Value:  
accept#!/usr/bin/env bash","1. Manual Page nft  
2. NIST SP 800 -53 Rev. 5: CA -9, SC -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ●",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.8,Ensure nftables default deny firewall policy,TRUE,141
4.2.9 Ensure nftables service is enabled (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The nftables service allows for the loading of nftables rulesets during boot, or starting on 
the nftables service","The nftables service restores the nftables rules from the rules files referenced in the 
/etc/nftables.conf  file during boot or the starting of the nftables service","Run the following command and verify that the nftables service is enabled:  
# systemctl is -enabled nftables  
 
enabled#!/usr/bin/env bash","Run the following command to enable the nftables service:  
# systemctl enable nftables#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.2.9,Ensure nftables service is enabled,TRUE,142
4.3.1.1 Ensure iptables packages are installed (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","iptables  is a utility program that allows a system administrator to configure the tables 
provided by the Linux kernel firewall, implemented as different Netfilter modules, and 
the chains and rules it stores. Different kernel modules and programs are used for 
differ ent protocols; iptables  applies to IPv4, ip6tables to IPv6, arptables to ARP, and 
ebtables to Ethernet frames.","A method of configuring and maintaining firewall rules is necessary to configure a Host 
Based Firewall.","Run the following command to verify that iptables  is installed:  
# dpkg-query -s iptables &>/dev/null && echo ""iptables is installed""  
 
iptables is installed  
Run the following command to verify that iptables -persistent  is installed:  
# dpkg-query -s iptables -persistent &>/dev/null && echo ""iptables -persistent 
is installed""  
 
iptables -persistent is installed#!/usr/bin/env bash","Run the following command to install iptables  and iptables -persistent  
# apt install iptables iptables -persistent#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.3.1.1,Ensure iptables packages are installed,TRUE,143
4.3.1.2 Ensure nftables is not installed with iptables (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","nftables  is a subsystem of the Linux kernel providing filtering and classification of 
network packets/datagrams/frames and is the successor to iptables.",Running both iptables  and nftables  may lead to conflict.,"Run the following commend to verify that nftables  is not installed:  
# dpkg-query -s nftables &>/dev/null && echo ""nftables is installed""  
 
nftables is installed#!/usr/bin/env bash","Run the following command to remove nftables : 
# apt purge nftables#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, CM -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.3.1.2,Ensure nftables is not installed with iptables,TRUE,144
" 4.3.1.3 Ensure ufw is uninstalled or disabled with iptables 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","Uncomplicated Firewall (UFW) is a program for managing a Netfilter  firewall designed to 
be easy to use.  
• Uses a command -line interface consisting of a small number of simple 
commands  
• Uses iptables for configuration","Running iptables.persistent  with ufw enabled may lead to conflict and unexpected 
results.","Run the following commands to verify that ufw is either  not installed or disabled. Only 
one of the following needs to pass . 
Run the following command to verify that ufw is not installed:  
# dpkg-query -s ufw &>/dev/null && echo ""ufw is installed""  
Nothing should be returned.  
- OR - 
Run the following command to verify ufw is disabled:  
# ufw status  
 
Status: inactive  
Run the following commands to verify that the ufw service is masked:  
# systemctl is -enabled ufw  
 
masked 
   
Internal Only - General#!/usr/bin/env bash","Run one of the following commands to either remove ufw or stop and mask ufw 
Run the following command to remove ufw: 
# apt purge ufw  
- OR - 
Run the following commands to disable ufw: 
# ufw disable  
# systemctl stop ufw  
# systemctl mask ufw  
Note:  ufw disable  needs to be run before systemctl mask ufw  in order to correctly 
disable UFW#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, CM -7 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.4 Implement and Manage a Firewall on Servers  
 Implement and manage a firewall on servers, where supported. Example 
implementations include a virtual firewall, operating system firewall, or a third -
party firewall agent.  ● ● ● 
v8 4.5 Implement and Manage a Firewall on End -User 
Devices  
 Implement and manage a host -based firewall or port -filtering tool on end -user 
devices, with a default -deny rule that drops all traffic except those services and 
ports that are explicitly allowed.  ● ● ● 
v7 9.4 Apply Host -based Firewalls or Port Filtering  
 Apply host -based firewalls or port filtering tools on end systems, with a 
default -deny rule that drops all traffic except those services and ports that are 
explicitly allowed.  ● ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1562, T1562.004  TA0011",TRUE,FALSE,TRUE,FALSE,FALSE,4.3.1.3,Ensure ufw is uninstalled or disabled with iptables,TRUE,145
4.3.2.1 Ensure iptables default deny firewall policy (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","A default deny all policy on connections ensures that any unconfigured network usage 
will be rejected.  
Notes:  
• Changing firewall settings while connected over network can result in being 
locked out of the system   
• Remediation will only affect the active system firewall, be sure to configure the 
default policy in your firewall management to apply on boot as well","With a default accept policy the firewall will accept any packet that is not configured to 
be denied. It is easier to white list acceptable usage than to black list unacceptable 
usage.","Run the following command and verify that the policy for the INPUT  , OUTPUT  , and 
FORWARD  chains is DROP or REJECT  : 
# iptables -L 
Chain INPUT (policy DROP)  
Chain FORWARD (policy DROP)  
Chain OUTPUT (policy DROP)#!/usr/bin/env bash","Run the following commands to implement a default DROP policy:  
# iptables -P INPUT DROP  
# iptables -P OUTPUT DROP  
# iptables -P FORWARD DROP#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: CA -9, SC -7",TRUE,FALSE,TRUE,FALSE,FALSE,4.3.2.1,Ensure iptables default deny firewall policy,TRUE,146
4.3.2.2 Ensure iptables loopback traffic is configured (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","Configure the loopback interface to accept traffic. Configure all other interfaces to deny 
traffic to the loopback network (127.0.0.0/8).  
Note : 
• Changing firewall settings while connected over network can result in being 
locked out of the system   
• Remediation will only affect the active system firewall, be sure to configure the 
default policy in your firewall management to apply on boot as well","Loopback traffic is generated between processes on machine and is typically critical to 
operation of the system. The loopback interface is the only place that loopback network 
(127.0.0.0/8) traffic should be seen, all other interfaces should ignore traffic  on this 
network as an anti -spoofing measure.","Run the following commands and verify output includes the listed rules in order (packet 
and byte counts may differ):  
# iptables -L INPUT -v -n 
Chain INPUT (policy DROP 0 packets, 0 bytes)  
 pkts bytes target     prot opt in     out     source               
destination  
    0     0 ACCEPT     all  --  lo     *       0.0.0.0/0            0.0.0.0/0  
    0     0 DROP       all  --  *      *       127.0.0.0/8          0.0.0.0/0  
 
 # iptables -L OUTPUT -v -n 
Chain OUTPUT (policy DROP 0 packets, 0 bytes)  
 pkts bytes target     prot opt in     out     source               
destination  
    0     0 ACCEPT     all  --  *      lo      0.0.0.0/0            0.0.0.0/0#!/usr/bin/env bash",,,TRUE,FALSE,TRUE,FALSE,FALSE,4.3.2.2,Ensure iptables loopback traffic is configured,TRUE,147
