completeTitle,ProfileApplicability,Description,Rationale,Audit,Remediation,References,Moduleindex,title,Automation,PK,L1,L2,SL1,SL2,BL
"5.3.1.3 Ensure latest version of libpwquality is installed 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","libpwquality  provides common functions for password quality checking and scoring 
them based on their apparent randomness. The library also provides a function for 
generating random passwords with good pronounceability.  
This module can be plugged into the password stack of a given service to provide some 
plug-in strength -checking for passwords. The code was originally based on 
pam_cracklib  module and the module is backwards compatible with its options.","Strong passwords reduce the risk of systems being hacked through brute force 
methods.","Run the following command to verify the version of libpwquality  on the system:  
# rpm -q libpwquality  
Verify output is version libpwquality -1.4.4-8 or greater:  
Example:  
libpwquality -1.4.4-8.el9.x86_64#!/usr/bin/env bash","Run the following command to install libpwquality : 
# dnf install libpwquality  
- IF - the version of libpwquality  on the system is less that version libpwquality -
1.4.4-8: 
Run the following command to update to the latest version of libpwquality : 
# dnf upgrade libpwquality#!/usr/bin/env bash",,5.3.1.3,Ensure latest version of libpwquality is installed,TRUE,174,TRUE,FALSE,TRUE,FALSE,FALSE
"5.3.2.1 Ensure active authselect profile includes pam modules 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","A custom profile can be created by copying and customizing one of the default profiles. 
The default profiles include: sssd, winbind, and nis. These profile can be customized to 
follow site specific requirements.  
You can select a profile for the authselect utility for a specific host. The profile will be 
applied to every user logging into the host.","A custom profile is required to customize many of the pam options.  
Modifications made to a default profile may be overwritten during an update.  
When you deploy a profile, the profile is applied to every user logging into the given host  
Impact:  
If local site customizations have been made to the authselect template or files in 
/etc/pam.d  these custom entries should be added to the newly created custom profile 
before it's applied to the system.  
Note:  The order within the pam stacks is important when adding these entries. 
Specifically for the password stack, the use_authtok  option is important, and should 
appear on all modules except for the first entry.  
Example:  
password   requisite   pam_pwquality.so local_users_only #< -- Top of password 
stack, doesn't include use_authtok  
password   required    pam_pwhistory.so use_authtok #< -- subsequent entry in 
password stack, includes use_authtok","Run the following command to verify the active authselect profile includes lines for the 
pwquality , pwhistory , faillock , and unix  modules:   # grep -P -- 
'\b(pam_pwquality \.so|pam_pwhistory \.so|pam_faillock \.so|pam_unix \.so)\b' 
/etc/authselect/""$(head -1 
/etc/authselect/authselect.conf)""/{system,password} -auth 
Example output:  
/etc/authselect/custom/custom -profile/password -auth:auth   required   
pam_faillock.so preauth silent {include if ""with -faillock""}  
/etc/authselect/custom/custom -profile/password -auth:auth   sufficient   
pam_unix.so {if not ""without -nullok"":nullok}  
/etc/auth select/custom/custom -profile/password -auth:auth   required   
pam_faillock.so authfail {include if ""with -faillock""}  
 
/etc/authselect/custom/custom -profile/password -auth:account   required   
pam_faillock.so {include if ""with -faillock""}  
/etc/authselect/custom /custom-profile/password -auth:account   required   
pam_unix.so  
 
/etc/authselect/custom/custom -profile/password -auth:password   requisite   
pam_pwquality.so local_users_only  
/etc/authselect/custom/custom -profile/password -auth:password  required   
pam_pwhist ory.so use_authtok  
/etc/authselect/custom/custom -profile/password -auth:password  sufficient   
pam_unix.so sha512 shadow {if not ""without -nullok"":nullok} use_authtok  
 
/etc/authselect/custom/custom -profile/password -auth:session   required   
pam_unix.so  
 
 
/etc/authselect/custom/custom -profile/system -auth:auth   required   
pam_faillock.so preauth silent {include if ""with -faillock""}  
/etc/authselect/custom/custom -profile/system -auth:auth   sufficient   
pam_unix.so {if not ""without -nullok"":nullok}  
/etc/authselect/ custom/custom -profile/system -auth:auth   required   
pam_faillock.so authfail {include if ""with -faillock""}  
 
/etc/authselect/custom/custom -profile/system -auth:account   required   
pam_faillock.so {include if ""with -faillock""}  
/etc/authselect/custom/custom -profile/system -auth:account     required   
pam_unix.so  
 
/etc/authselect/custom/custom -profile/system -auth:password   requisite   
pam_pwquality.so local_users_only  
/etc/authselect/custom/custom -profile/system -auth:password   required    
pam_pwhistory.so use_au thtok 
/etc/authselect/custom/custom -profile/system -auth:password   sufficient   
pam_unix.so sha512 shadow {if not ""without -nullok"":nullok}  
 
/etc/authselect/custom/custom -profile/system -auth:session   required   
pam_unix.so  
Notes:  
• The lines may or may not include feature options defined by text surrounded by 
curly brackets ( {}) e.g. {include if ""with -faillock""}  
• File path may be different due to the active profile in use#!/usr/bin/env bash","Perform the following to create a custom authselect profile, with the modules covered in 
this Benchmark correctly included in the custom profile template files  
Run the following command to create a custom authselect profile:  
# authselect create -profile <custom -profile name> <options>  
Example:  
# authselect create -profile custom -profile -b sssd 
Run the following command to select a custom authselect profile:  
# authselect select custom/<CUSTOM PROFILE NAME> {with -<OPTIONS>} { --force} 
Example:  
# authselect select custom/custom -profile --backup=PAM_CONFIG_BACKUP --force 
Notes:  
• The PAM and authselect packages must be versions pam-1.3.1-25 and 
authselect -1.2.6-1 or newer  
• The example is based on a custom profile built (copied) from the the SSSD  default 
authselect profile.  
• The example does not include the symlink  option for the PAM or Metadata  files. 
This is due to the fact that by linking the PAM files future updates to authselect  
may overwrite local site customizations to the custom profile  
• The --backup=PAM_CONFIG_BACKUP  option will create a backup of the current 
config. The backup will be stored at 
/var/lib/authselect/backups/PAM_CONFIG_BACKUP  
• The --force  option will force the overwrite of the existing files and automatically 
backup system files before writing any change unless the --nobackup  option is 
set. 
o On a new system where authselect has not been configured. In this case, 
the --force  option will force the selected authselect profile to be active 
and overwrite the existing files with files generated from the selected 
authselect profile's templates  
o On an existing system with a custom configuration. The --force  option 
may be used, but ensure that you note the backup location included 
as your custom files will be overwritten.  This will allow you to review 
the changes and add any necessary customizations to the template files 
for the authselect profile. After updating the templates, run the command 
authselect apply -changes  to add these custom entries to the files in 
/etc/pam.d/  
- IF - you receive an error ending with a message similar to:   [error] Refusing to activate profile unless those changes are removed or 
overwrite is requested.  
Some unexpected changes to the configuration were detected. Use 'select' 
command instead.  
This error is caused when the previous configuration was not created by authselect but 
by other tool or by manual changes and the --force  option will be required to enable 
the authselect profile.#!/usr/bin/env bash","1. authselect(8)  
2. https://access.redhat.com/documentation/en -
us/red_hat_enterprise_linux/9/html/configuring_authentication_and_authorization
_in_rhel/configuring -user-authentication -using -authselect_configuring -
authentication -and-authorization -in-rhel#creating -and-deploying -your-own-
authselect -profile_configuring -user-authentication -using -authselect  
3. https://docs.oracle.com/en/operating -systems/oracle -linux/9/userauth/OL9 -
USERAUTH.pdf  
   Additional Information:  
with the option --base-on=BASE-ID or -b=BASE-ID the new profile will be based on a 
profile named BASE -ID. 
The base profile location is determined with these steps:  
1. If BASE -ID starts with prefix custom/ it is a custom profile.  
2. Try if BASE -ID is found in vendor profiles.  
3. Try if BASE -ID is found in default profiles.  
4. Return an error.  
The authselect option --force  or -f will cause authselect to write changes even if the 
previous configuration was not created by authselect but by other tool or by manual 
changes. This option will automatically backup system files before writing any change 
unless the --nobackup  option is set.  
Example:  
authselect select custom/custom -profile with -pwhistory with -faillock without -
nullok --backup=PAM_CONFIG_BACKUP --force 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 16.2 Establish and Maintain a Process to Accept and 
Address Software Vulnerabilities  
 Establish and maintain a process to accept and address reports of software 
vulnerabilities, including providing a means for external entities to report.  The 
process is to include such items as: a vulnerability handling policy that identifies 
reporting process, responsible party for handling vulnerability reports, and a process 
for intake, assignment, remediation, and remediation testing.  As part of the process, 
use a vulnerability tracking system that includes severity ratings, and metrics for 
measuring timing for identification, analysis, and remediation of 
vulnerabilities.  Review and update documentation annually, or when significant 
enterprise changes occur that could impact this Safeguard. Third -party application 
developers need to consider this an externally -facing policy that helps to set 
expectations for outside stakeho lders.   ● ● 
v7 16.7 Establish Process for Revoking Access  
 Establish and follow an automated process for revoking system access by 
disabling accounts immediately upon termination or change of responsibilities of an 
employee or contractor . Disabling these accounts, instead of deleting accounts, 
allows preservation  of audit trails.   ● ●",5.3.2.1,Ensure active authselect profile includes pam modules,TRUE,175,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.2.2 Ensure pam_faillock module is enabled (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The pam_faillock.so  module maintains a list of failed authentication attempts per 
user during a specified interval and locks the account in case there were more than the 
configured number of consecutive failed authentications (this is defined by the deny  
parameter in the faillock configuration). It stores the failure records into per -user files in 
the tally directory.","Locking out user IDs after n unsuccessful consecutive login attempts mitigates brute 
force password attacks against your systems.","Run the following commands to verify that pam_faillock  is enabled  
# grep -P -- '\bpam_faillock.so \b' /etc/pam.d/{password,system} -auth 
Output should be similar to:  
/etc/pam.d/password -auth:auth        required        pam_faillock.so preauth 
silent 
/etc/pam.d/password -auth:auth        required        pam_faillock.so authfail  
 
/etc/pam.d/password -auth:account     required        pam_faillock.so  
 
/etc/pam.d/system -auth:auth          required        pam_faillock.so preauth 
silent 
/etc/pam.d/system -auth:auth          required        pam_faillock.so authfail  
 
/etc/pam.d/system -auth:account       required        pam_faillock.so#!/usr/bin/env bash","Run the following script to verify the pam_faillock.so  lines exist in the profile 
templates:  
#!/usr/bin/env bash","1. faillock(8) - Linux man page  
2. pam_faillock(8) - Linux man page  
3. NIST SP 800 -53 Rev. 5: CM -1, CM -2, CM -6, CM -7, IA-5 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 4.1 Establish and Maintain a Secure Configuration Process  
 Establish and maintain a secure configuration process for enterprise assets 
(end-user devices, including portable and mobile, non -computing/IoT devices, and 
servers) and software (operating systems and applications). Review and update 
documentation annuall y, or when significant enterprise changes occur that could 
impact this Safeguard.  ● ● ● 
v7 16.7 Establish Process for Revoking Access  
 Establish and follow an automated process for revoking system access by 
disabling accounts immediately upon termination or change of responsibilities of an 
employee or contractor . Disabling these accounts, instead of deleting accounts, 
allows preservation  of audit trails.   ● ●",5.3.2.2,Ensure pam_faillock module is enabled,TRUE,176,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.2.3 Ensure pam_pwquality module is enabled (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The pam_pwquality.so  module performs password quality checking. This module can 
be plugged into the password stack of a given service to provide strength -checking for 
passwords. The code was originally based on pam_cracklib module and the module is 
backwards compatible with i ts options.  
The action of this module is to prompt the user for a password and check its strength 
against a system dictionary and a set of rules for identifying poor choices.  
The first action is to prompt for a single password, check its strength and then, if it is 
considered strong, prompt for the password a second time (to verify that it was typed 
correctly on the first occasion). All being well, the password is passed on to subsequent 
modules to be installed as the new authentication token.","Use of a unique, complex passwords helps to increase the time and resources required 
to compromise the password.","Run the following commands to verify that pam_pwquality  is enabled:  
# grep -P -- '\bpam_pwquality \.so\b' /etc/pam.d/{password,system} -auth 
Output should be similar to:  
/etc/pam.d/password -auth:password   requisite   pam_pwquality.so 
local_users_only  
/etc/pam.d/system -auth:password   requisite   pam_pwquality.so 
local_users_only#!/usr/bin/env bash","Review the authselect profile templates:  
Run the following script to verify the pam_pwquality.so  lines exist in the active profile 
templates:  
#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: IA -5(1)  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1110, T1110.001, 
T1110.002, T1110.003, 
T1178.001, T1178.002, 
T1178.003, T1178.004  TA0006  M1027",5.3.2.3,Ensure pam_pwquality module is enabled,TRUE,177,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.2.4 Ensure pam_pwhistory module is enabled (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The pam_history.so  module saves the last passwords for each user in order to force 
password change history and keep the user from alternating between the same 
password too frequently.","Requiring users not to reuse their passwords make it less likely that an attacker will be 
able to guess the password or use a compromised password.","Run the following commands to verify that pam_pwhistory  is enabled:  
# grep -P -- '\bpam_pwhistory \.so\b' /etc/pam.d/{password,system} -auth 
Output should be similar to:  
/etc/pam.d/password -auth:password   required   pam_pwhistory.so use_authtok  
/etc/pam.d/system -auth:password   required   pam_pwhistory.so use_authtok#!/usr/bin/env bash","Run the following script to verify the pam_pwhistory.so  lines exist in the profile 
templates:  
#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: IA -5(1)  CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ● 
 
MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1110, T1110.001, 
T1110.002, T1110.003, 
T1178.001, T1178.002, 
T1178.003, T1178.004  TA0006  M1027",5.3.2.4,Ensure pam_pwhistory module is enabled,TRUE,178,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.2.5 Ensure pam_unix module is enabled (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","The pam_unix.so  module is the standard Unix authentication module. It uses standard 
calls from the system's libraries to retrieve and set account information as well as 
authentication. Usually this is obtained from the /etc/passwd  and the /etc/shadow  file 
as well if shadow is enabled.","Requiring users to use authentication make it less likely that an attacker will be able to 
access the system.","Run the following commands to verify that pam_unix  is enabled:  
# grep -P -- '\bpam_unix \.so\b' /etc/pam.d/{password,system} -auth 
Output should be similar to:  
/etc/pam.d/password -auth:auth   sufficient   pam_unix.so  
/etc/pam.d/password -auth:account   required   pam_unix.so  
/etc/pam.d/password -auth:password   sufficient   pam_unix.so sha512 shadow  
use_authtok  
/etc/pam.d/password -auth:session  required   pam_unix .so 
 
/etc/pam.d/system -auth:auth   sufficient   pam_unix.so  
/etc/pam.d/system -auth:account   required   pam_unix.so  
/etc/pam.d/system -auth:password   sufficient   pam_unix.so sha512 shadow  
use_authtok  
/etc/pam.d/system -auth:session   required   pam_unix.s o#!/usr/bin/env bash","Run the following script to verify the pam_unix.so  lines exist in the profile templates:  
#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: IA -5(1)  MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1110, T1110.001, 
T1110.002, T1110.003, 
T1178.001, T1178.002, 
T1178.003, T1178.004  TA0006  M1027",5.3.2.5,Ensure pam_unix module is enabled,TRUE,179,TRUE,FALSE,TRUE,FALSE,FALSE
"5.3.3.1.1 Ensure password failed attempts lockout is configured 
(Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The deny=<n>  option will deny access if the number of consecutive authentication 
failures for this user during the recent interval exceeds .","Locking out user IDs after n unsuccessful consecutive login attempts mitigates brute 
force password attacks against your systems.","Run the following command to verify that Number of failed logon attempts before the 
account is locked is no greater than 5 and meets local site policy:  
# grep -Pi -- '^\h*deny\h*=\h*[1-5]\b' /etc/security/faillock.conf  
 
deny = 5  
Run the following command to verify that the deny  argument has not been set, or is set 
to 5 or less and meets local site policy:  
# grep -Pi -- 
'^\h*auth\h+(requisite|required|sufficient) \h+pam_faillock \.so\h+([^#\n\r]+\h
+)?deny\h*=\h*(0|[6-9]|[1-9][0-9]+)\b' /etc/pam.d/system -auth 
/etc/pam.d/password -auth 
 
Nothing should be returned#!/usr/bin/env bash","Create or edit the following line in /etc/security/faillock.conf  setting the deny  
option to 5 or less:  
deny = 5  
Run the following script to remove the deny  argument from the pam_faillock.so  
module in the PAM files:  
#!/usr/bin/env bash",,5.3.3.1.1,Ensure password failed attempts lockout is configured,TRUE,180,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.3.1.2 Ensure password unlock time is configured (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","unlock_time=<n>  - The access will be re -enabled after seconds after the lock out. The 
value 0 has the same meaning as value never - the access will not be re -enabled 
without resetting the faillock entries by the faillock(8) command.  
Notes:  
• The default directory that pam_faillock uses is usually cleared on system boot so 
the access will be also re -enabled after system reboot. If that is undesirable a 
different tally directory must be set with the dir option.  
• It is usually undesirable to permanently lock out users as they can become easily 
a target of denial of service attack unless the usernames are random and kept 
secret to potential attackers.  
• The maximum configurable value for unlock_time  is 604800","Locking out user IDs after n unsuccessful consecutive login attempts mitigates brute 
force password attacks against your systems.  
Impact:  
Use of unlock_time=0  may allow an attacker to cause denial of service to legitimate 
users. This will also require a systems administrator with elevated privileges to unlock 
the account.","Run the following command to verify that the time in seconds before the account is 
unlocked is either 0 (never) or 900 (15 minutes) or more and meets local site policy:  
# grep -Pi -- '^\h*unlock_time \h*=\h*(0|9[0 -9][0-9]|[1-9][0-9]{3,})\b' 
/etc/security/faillock.conf  
 
unlock_time = 900  
Run the following command to verify that the unlock_time  argument has not been set, 
or is either 0 (never) or 900 (15 minutes) or more and meets local site policy:  
# grep -Pi -- 
'^\h*auth\h+(requisite|required|sufficient) \h+pam_faillock \.so\h+([^#\n\r]+\h
+)?unlock_time \h*=\h*([1-9]|[1-9][0-9]|[1-8][0-9][0-9])\b' /etc/pam.d/system -
auth /etc/pam.d/password -auth 
 
Nothing should be returned#!/usr/bin/env bash","Set password unlock time to conform to site policy. unlock_time  should be 0 (never), 
or 900 seconds or greater.  
Edit /etc/security/faillock.conf  and update or add the following line:  
unlock_time = 900  
Run the following script to remove the unlock_time  argument from the 
pam_faillock.so  module in the PAM files:  
#!/usr/bin/env bash",,5.3.3.1.2,Ensure password unlock time is configured,TRUE,181,TRUE,FALSE,TRUE,FALSE,FALSE
"5.3.3.1.3 Ensure password failed attempts lockout includes root 
account (Automated)","•  Level 2 - Server  
•  Level 2 - Workstation","even_deny_root  - Root account can become locked as well as regular accounts  
root_unlock_time=n  - This option implies even_deny_root option. Allow access after n 
seconds to root account after the account is locked. In case the option is not specified 
the value is the same as of the unlock_time option.","Locking out user IDs after n unsuccessful consecutive login attempts mitigates brute 
force password attacks against your systems.  
Impact:  
Use of unlock_time=0  or root_unlock_time=0  may allow an attacker to cause denial 
of service to legitimate users.","Run the following command to verify that even_deny_root  and/or root_unlock_time  
is enabled:  
# grep -Pi -- '^\h*(even_deny_root|root_unlock_time \h*=\h*\d+)\b' 
/etc/security/faillock.conf  
Example output:  
even_deny_root  
 
--AND/OR-- 
 
root_unlock_time = 60  
Run the following command to verify that - IF - root_unlock_time  is set, it is set to 60 
(One minute) or more:  
# grep -Pi -- '^\h*root_unlock_time \h*=\h*([1-9]|[1-5][0-9])\b' 
/etc/security/faillock.conf  
 
Nothing should be returned  
Run the following command to check the pam_faillock.so  module for the 
root_unlock_time  argument. Verify - IF - root_unlock_time  is set, it is set to 60 
(One minute) or more:  
# grep -Pi -- 
'^\h*auth\h+([^#\n\r]+\h+)pam_faillock \.so\h+([^#\n\r]+\h+)?root_unlock_time \
h*=\h*([1-9]|[1-5][0-9])\b' /etc/pam.d/system -auth /etc/pam.d/password -auth 
 
Nothing should be returned#!/usr/bin/env bash","Edit /etc/security/faillock.conf : 
• Remove or update any line containing root_unlock_time , - OR - set it to a 
value of 60 or more  
• Update or add the following line:  
even_deny_root  
Run the following script to remove the even_deny_root  and root_unlock_time  
arguments from the pam_faillock.so  module in the PAM files:  
#!/usr/bin/env bash",,5.3.3.1.3,"Ensure password failed attempts lockout includes root 
account",TRUE,182,FALSE,TRUE,TRUE,TRUE,FALSE
"5.3.3.2.1 Ensure password number of changed characters is 
configured (Automated)","•  Level 1 - Server  
•  Level 1 - Workstation","The pwquality  difok  option sets the number of characters in a password that must not 
be present in the old password.","Use of a complex password helps to increase the time and resources required to 
compromise the password. Password complexity, or strength, is a measure of the 
effectiveness of a password in resisting attempts at guessing and brute -force attacks.  
Password complexity is one factor of several that determines how long it takes to crack 
a password. The more complex the password, the greater the number of possible 
combinations that need to be tested before the password is compromised.","Run the following command to verify that the difok  option is set to 2 or more and 
follows local site policy:  
# grep -Psi -- '^\h*difok\h*=\h*([2-9]|[1-9][0-9]+)\b' 
/etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf  
Example output:  
/etc/security/pwquality.conf.d/50 -pwdifok.conf:difok = 2  
Verify returned value(s) are 2 or more and meet local site policy  
Run the following command to verify that difok  is not set, is 2 or more, and conforms to 
local site policy:  
grep -Psi -- 
'^\h*password \h+(requisite|required|sufficient) \h+pam_pwquality \.so\h+([^#\n\
r]+\h+)?difok \h*=\h*([0-1])\b' /etc/pam.d/system -auth /etc/pam.d/password -
auth 
 
Nothing should be returned  
Notes:  
• settings should be configured in only one location for clarity  
• Settings observe an order of precedence:  
o module arguments override the settings in the 
/etc/security/pwquality.conf  configuration file  
o settings in the /etc/security/pwquality.conf  configuration file 
override settings in a .conf  file in the 
/etc/security/pwquality.conf.d/  directory  
o settings in a .conf  file in the /etc/security/pwquality.conf.d/  
directory are read in canonical order, with last read file containing the 
setting taking precedence  
• It is recommended that settings be configured in a .conf  file in the 
/etc/security/pwquality.conf.d/  directory for clarity, convenience, and 
durability.#!/usr/bin/env bash","Create or modify a file ending in .conf  in the /etc/security/pwquality.conf.d/  
directory or the file /etc/security/pwquality.conf  and add or modify the following 
line to set difok  to 2 or more. Ensure setting conforms to local site policy:  
difok = 2  
Example:  
# sed -ri 's/^\s*difok\s*=/# &/' /etc/security/pwquality.conf  
# printf ' \n%s' ""difok = 2"" >> /etc/security/pwquality.conf.d/50 -pwdifok.conf  
Run the following script to remove setting difok  on the pam_pwquality.so  module in 
the PAM files:  
#!/usr/bin/env bash","1. NIST SP 800 -53 Rev. 5: IA -5 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ● 
  MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1110, T1110.001, 
T1110.002, T1110.003, 
T1178.001, T1178.002, 
T1178.003, T1178.004  TA0006  M1027",5.3.3.2.1,"Ensure password number of changed characters is 
configured",TRUE,183,TRUE,FALSE,TRUE,FALSE,FALSE
5.3.3.2.2 Ensure password length is configured (Automated),"•  Level 1 - Server  
•  Level 1 - Workstation","minlen  - Minimum acceptable size for the new password (plus one if credits are not 
disabled which is the default). Cannot be set to lower value than 6.",Strong passwords protect systems from being hacked through brute force methods.,"Run the following command to verify that password length is 14 or more characters, and 
conforms to local site policy:  
# grep -Psi -- '^\h*minlen \h*=\h*(1[4-9]|[2-9][0-9]|[1-9][0-9]{2,})\b' 
/etc/security/pwquality.conf /etc/security/pwquality.conf.d/*.conf  
Example output:  
/etc/security/pwquality.conf.d/50 -pwlength.conf:minlen = 14  
Verify returned value(s) are no less than 14 characters and meet local site policy  
Run the following command to verify that minlen  is not set, or is 14 or more characters, 
and conforms to local site policy:  
grep -Psi -- 
'^\h*password \h+(requisite|required|sufficient) \h+pam_pwquality \.so\h+([^#\n\
r]+\h+)?minlen \h*=\h*([0-9]|1[0-3])\b' /etc/pam.d/system -auth 
/etc/pam.d/password -auth 
 
Nothing should be returned  
Notes:  
• settings should be configured in only one location for clarity  
• Settings observe an order of precedence:  
o module arguments override the settings in the 
/etc/security/pwquality.conf  configuration file  
o settings in the /etc/security/pwquality.conf  configuration file 
override settings in a .conf  file in the 
/etc/security/pwquality.conf.d/  directory  
o settings in a .conf  file in the /etc/security/pwquality.conf.d/  
directory are read in canonical order, with last read file containing the 
setting taking precedence  
• It is recommended that settings be configured in a .conf  file in the 
/etc/security/pwquality.conf.d/  directory for clarity, convenience, and 
durability.#!/usr/bin/env bash","Create or modify a file ending in .conf  in the /etc/security/pwquality.conf.d/  
directory or the file /etc/security/pwquality.conf  and add or modify the following 
line to set password length of 14 or more characters. Ensure that password length 
conforms to local site policy:  
Example:  
# sed -ri 's/^\s*minlen \s*=/# &/' /etc/security/pwquality.conf  
# printf ' \n%s' ""minlen = 14"" >> /etc/security/pwquality.conf.d/50 -
pwlength.conf  
Run the following script to remove setting minlen  on the pam_pwquality.so  module in 
the PAM files:  
#!/usr/bin/env bash","1. pam_pwquality(8)  
2. NIST SP 800 -53 Rev. 5: IA -5 
CIS Controls:  
Controls 
Version  Control  IG 1 IG 2 IG 3 
v8 5.2 Use Unique Passwords  
 Use unique passwords for all enterprise assets. Best practice implementation 
includes, at a minimum, an 8 -character password for accounts using MFA and a 
14-character password for accounts not using MFA.  ● ● ● 
v7 4.4 Use Unique Passwords  
 Where multi -factor authentication is not supported (such as local administrator, 
root, or service accounts), accounts will use passwords that are unique to that 
system.   ● ● 
  MITRE ATT&CK Mappings:  
Techniques / Sub -
techniques  Tactics  Mitigations  
T1110, T1110.001, 
T1110.002, T1110.003, 
T1178.001, T1178.002, 
T1178.003, T1178.004  TA0006  M1027",5.3.3.2.2,Ensure password length is configured,TRUE,184,TRUE,FALSE,TRUE,FALSE,FALSE
